Ticker;Name;Sector;Price;Dividend Yield;1-Year Dividend Growth;5-Year Dividend Growth (Annualized);Dividends Per Share (TTM);Market Cap ($M);Trailing P/E Ratio;Payout Ratio;Beta;52-Week High;52-Week Low
ROAD;Construction Partners Inc;Industrials;45,37;0;N/A;N/A;0;1988,515151;40,58111368;0;1,406418266;50,7;24,12
ROCC;Ranger Oil Corp;N/A;37,47;0;N/A;N/A;0,300000012;0;0;0,021945868;;;
ROCK;Gibraltar Industries Inc.;Industrials;82,99;0;N/A;N/A;0;2525,91999;26,74431151;0;1,18416432;87,4;44,98
ROG;Rogers Corp.;Technology;115,05;0;N/A;N/A;0;2141,830511;21,26899675;0;1,054161768;173,16;111,08
ROIC;Retail Opportunity Investments Corp;Real Estate;13,06;0,04448634;N/A;N/A;0,580991598;1645,583443;45,39039672;2,129734596;1,174659916;14,63;10,75
ROOT;Root Inc;N/A;8,07;0;N/A;N/A;0;77,472;N/A;0;1,754597795;14,8;3,31
ROVR;Rover Group Inc;N/A;10,96;0;N/A;N/A;0;1966,576002;181,0510037;0;0,684844535;11,1;3,75
RPAY;Repay Holdings Corporation;Technology;8,2;0;N/A;N/A;0;776,202816;0;N/A;2,145020372;9,94;5,61
RPD;Rapid7 Inc;Technology;58,75;0;N/A;N/A;0;3610,009664;N/A;0;1,692484437;61,88;37,29
RPT;RPT Realty;Real Estate;12,83;0,043647701;N/A;N/A;0,549953819;1112,416143;24,07306088;1,020890698;1,301014352;13,79;8,3
RRBI;Red River Bancshares Inc;Financial Services;48,85;0,006519139;N/A;N/A;0,318459921;348,386769;9,472694793;0,062320924;0,888276521;58;43,08
RRR;Red Rock Resorts Inc;Consumer Cyclical;57,07;0,017310878;N/A;N/A;0,987931801;3332,816605;15,76097893;0,53401719;1,420094079;59,62;37,62
RSI;Rush Street Interactive Inc;N/A;5,63;0;N/A;N/A;0;403,195406;N/A;0;2,099618189;6,01;2,77
RSVR;Reservoir Media Inc;N/A;6,55;0;N/A;N/A;0;424,585803;2326,293602;0;1,024914935;7,54;5,19
RTL;Necessity Retail REIT Inc (The);;7,61;0;N/A;N/A;0,850000024;0;0;N/A;;;
RUSHA;Rush Enterprises Inc;Consumer Cyclical;46,28;0,013302687;-0,19047619;0,072145026;0,615648377;3719,783792;10,12073154;0,141528362;1,024341055;50,5;32,8
RUSHB;Rush Enterprises Inc;Consumer Cyclical;48,57;0,012683835;-0,19047619;0,072145026;0,616053844;3719,783792;10,12073154;0,141621573;1,089357063;53,11;35,89
RVLV;Revolve Group Inc;Consumer Cyclical;16,43;0;N/A;N/A;0;649,916827;19,98452777;0;1,707679622;28,72;12,25
RVMD;Revolution Medicines Inc;Healthcare;29;0;N/A;N/A;0;4763,841223;N/A;0;1,305672737;35,6;15,44
RVNC;Revance Therapeutics Inc;Healthcare;5,22;0;N/A;N/A;0;458,386366;0;N/A;1,642896431;37,98;5
RWT;Redwood Trust Inc.;Real Estate;6,45;0,106168712;-0,304347826;-0,118139794;0,684788193;736,813447;N/A;N/A;1,35132044;7,95;5,11
RXDX;Prometheus Biosciences Inc;N/A;199,92;0;N/A;N/A;0;0;0;N/A;;;
RXRX;Recursion Pharmaceuticals Inc;N/A;9,795;0;N/A;N/A;0;2040,141045;N/A;0;2,370667718;16,75;4,54
RXST;RxSight Inc;N/A;50,6;0;N/A;N/A;0;1816,54;0;N/A;1,66443719;51,15;13
RXT;Rackspace Technology Inc;N/A;1,72;0;N/A;N/A;0;372,219816;N/A;0;3,019517942;3,18;1,05
RYAM;Rayonier Advanced Materials Inc;Basic Materials;4,33;0;N/A;N/A;0;282,937;N/A;0;1,971658416;8,65;2,66
RYI;Ryerson Holding Corp.;Industrials;32,34;0,021991431;N/A;N/A;0,711202868;1106,028;11,54517745;0,269395026;1,357411799;44,15;25,99
SABR;Sabre Corp;Technology;4,16;0;N/A;N/A;0;1578,641988;N/A;0;2,368350235;6,26;2,99
SAFE;Safehold Inc.;Real Estate;19,61;0,036206017;0;0,02558045;0,703533709;1393,611712;N/A;N/A;4,378697515;29,53;6,55
SAFT;Safety Insurance Group, Inc.;Financial Services;83,25;0,043243243;0;0,023836256;3,47118497;1231,426258;39,66073812;1,64511136;0,375288372;85,69;62,81
SAGE;Sage Therapeutics Inc;Healthcare;23,02;0;N/A;N/A;0;1381,956299;N/A;0;0,783790528;59,99;16,52
SAH;Sonic Automotive, Inc.;Consumer Cyclical;57,45;0,020021722;0,071428571;0,24573094;1,150247905;1255,700679;N/A;N/A;1,126001924;60,86;38,34
SAIA;Saia Inc.;Industrials;555;0;N/A;N/A;0;14734,10504;43,78751597;0;1,545153824;571,64;244,69
SAMG;Silvercrest Asset Management Group Inc;Financial Services;15,81;0,045366824;0,055555556;0,048413171;0,717249486;147,701115;0;N/A;1,014185279;22,21;14,06
SANA;Sana Biotechnology Inc;N/A;6,27;0;N/A;N/A;0;1236,025214;0;N/A;1,446440325;9,15;2,75
SANM;Sanmina Corp;Technology;58,82;0;N/A;N/A;0;3340,976;12,14794345;0;1,177646989;69,69;43,41
SASR;Sandy Spring Bancorp;Financial Services;22;0,059192867;0;0,025348576;1,302243072;987,693476;7,574917371;0,449049335;1,48287196;30,67;17,55
SATS;EchoStar Corp;Technology;12,55;0;N/A;N/A;0;454,558528;4,898840678;0;1,361980165;24,8;9,53
SAVA;Cassava Sciences Inc;Healthcare;23,81;0;N/A;N/A;0;1004,164416;0;N/A;;32,1;12,32
SAVE;Spirit Airlines Inc;Industrials;6,37;0,166146058;N/A;N/A;1,05835039;697,374854;N/A;N/A;1,060437073;18,73;3,99
SB;Safe Bulkers, Inc;Industrials;4,25;0,046056289;N/A;N/A;0,19573923;474,235035;5,103636794;0,244949605;0,825880931;4,47;2,93
SBCF;Seacoast Banking Corp. Of Florida;Financial Services;24,31;0,028598038;N/A;N/A;0,6952183;2069,993583;21,03288642;0,569851066;1,966296454;31,2;17,16
SBGI;Sinclair Inc;Communication Services;14,65;0,033491722;0;0,045639553;0,490653724;582,184085;0;N/A;1,700078872;17,59;9,04
SBH;Sally Beauty Holdings Inc;Consumer Cyclical;12,86;0;N/A;N/A;0;1348,803212;7,812219954;0;1,434632577;17,56;7,21
SBOW;SilverBow Resources Inc;Energy;26,34;0;N/A;N/A;0;669,815927;0;N/A;1,395468025;43,95;19,13
SBRA;Sabra Healthcare REIT Inc;Real Estate;13,52;0,088757396;0;-0,077892089;1,131261439;3126,087951;N/A;N/A;0,927525984;14,17;8,8
SBSI;Southside Bancshares Inc;Financial Services;29,52;0,047425474;0,028571429;0,030358033;1,374586043;891,504;9,186595771;0,441989081;1,245452498;37,62;24,78
SBT;Sterling Bancorp Inc;Financial Services;5,2;0;N/A;N/A;0;270,777681;0;N/A;0,922666047;6,32;4,22
SCHL;Scholastic Corp.;Communication Services;38,2;0,020942408;0;0,059223841;0,787932716;1078,081966;18,21084402;0,440185875;0,680857211;45,6;29,44
SCL;Stepan Co.;Basic Materials;88,21;0,017004875;0,02739726;0,084471771;1,460567312;1973,026678;37,7750125;0,643421723;1,063005093;107,87;63,31
SCS;Steelcase, Inc.;Industrials;12,52;0,031527116;0;-0,071618667;0,394719489;1175,218721;16,2099134;0,621899306;1,068630553;14,43;6,21
SCSC;Scansource, Inc.;Technology;39,9;0;N/A;N/A;0;1004,301673;11,38780231;0;1,070988462;41,32;26,14
SCU;Sculptor Capital Management Inc;Financial Services;12,72;0,021086481;N/A;N/A;0,268220043;373,359742;N/A;N/A;0,926099293;12,78;7,76
SCVL;Shoe Carnival, Inc.;Consumer Cyclical;28,54;0,015222585;0,333333333;0,084471771;0,434452562;774,334808;9,747662429;0,149811228;1,040046294;30,67;18,73
SCWX;SecureWorks Corp;Technology;6,61;0;N/A;N/A;0;107,937863;N/A;0;1,038248933;10,06;5,4
SD;Sandridge Energy Inc;Energy;12,23;0,014613555;N/A;N/A;0,178723773;453,62622;0;N/A;0,903181076;15,22;9,9
SDGR;Schrodinger Inc;Healthcare;26,58;0;N/A;N/A;0;1671,046644;37,8210317;0;2,306746026;59,24;20,76
SEAT;Vivid Seats Inc;N/A;5,91;0;N/A;N/A;0;791,206061;13,26280778;0;0,547767361;9,89;5,42
SEER;Seer Inc;N/A;1,595;0;N/A;N/A;0;95,349489;N/A;0;2,526690077;6,18;1,46
SEM;Select Medical Holdings Corporation;Healthcare;26,08;0,019027095;N/A;N/A;0,496226636;3343,809071;15,44484559;0,286836206;1,027081349;33,17;21,16
SENEA;Seneca Foods Corp.;Consumer Defensive;44,56;0;N/A;N/A;0;317,886708;9,766704819;0;0,373419418;59,99;32,5
SENS;Senseonics Holdings Inc;Healthcare;0,5941;0;N/A;N/A;0;313,851983;N/A;0;1,89925339;1,13;0,4606
SFBS;ServisFirst Bancshares Inc;Financial Services;60,2;0,018796543;0,071428571;0,148698355;1,131551876;3276,997234;14,09818936;0,265622506;1,700770384;73,52;38,89
SFIX;Stitch Fix Inc;Consumer Cyclical;3,51;0;N/A;N/A;0;324,625527;N/A;0;2,614572639;5,48;2,78
SFL;SFL Corporation Ltd;Industrials;12,02;0,083194676;0,086956522;-0,065080124;0,938072375;1665,517319;16,48651613;1,273170976;0,695801289;12,36;7,86
SFM;Sprouts Farmers Market Inc;Consumer Defensive;51,23;0;N/A;N/A;0;5204,968;20,49789113;0;0,471349748;52,4;30,2
SFNC;Simmons First National Corp.;Financial Services;17,84;0,043514212;0,052631579;0,045639553;0,776293548;2233,00777;9,52607726;0,421898667;1,681652275;21,74;13,08
SFST;Southern First Bancshares Inc;Financial Services;32,97;0;N/A;N/A;0;266,682395;0;N/A;1,128200424;41,32;20,75
SG;Sweetgreen Inc;Financial Services;11,8;0;N/A;N/A;0;1173,006824;N/A;0;1,918871822;16,58;6,1
SGC;Superior Group of Companies Inc..;Consumer Cyclical;13,49;0,030302167;N/A;N/A;0,408776237;222,663593;0;N/A;0,583742346;14,87;6,63
SGH;SMART Global Holdings Inc;Technology;21,56;0;N/A;N/A;0;1117,457323;N/A;0;1,936820456;29,99;12,66
SGHT;Sight Sciences Inc;N/A;4,16;0;N/A;N/A;0;202,799484;N/A;0;2,210305902;13,03;1,04
SGMO;Sangamo Therapeutics Inc;Healthcare;0,6701;0;N/A;N/A;0;118,840211;N/A;0;1,699164385;3,32;0,2911
SGRY;Surgery Partners Inc;Healthcare;32,87;0;N/A;N/A;0;4157,834081;N/A;0;2,100618241;45,79;22,05
SHAK;Shake Shack Inc;Consumer Cyclical;77,62;0;N/A;N/A;0;3063,495371;1318,199385;0;1,129206853;81,89;52,01
SHBI;Shore Bancshares Inc.;Financial Services;11,04;0,05223879;0;0,037137289;0,576716237;365,928473;40,01404842;1,462633114;1,293346181;16,17;9,26
SHCR;Sharecare Inc;N/A;1,03;0;N/A;N/A;0;362,99658;N/A;0;1,629618012;2,68;0,7695
SHEN;Shenandoah Telecommunications Co.;Communication Services;19,65;0,004580153;N/A;N/A;0,090000004;987,696757;272,392928;1,255230175;0,818898446;25,33;16,89
SHLS;Shoals Technologies Group Inc;N/A;15,52;0;N/A;N/A;0;2639,292322;19,40613312;0;2,191449386;28,34;12,11
SHO;Sunstone Hotel Investors Inc;Real Estate;10,5;0,02267402;N/A;N/A;0,238077212;2157,162273;26,0841871;0,596385801;1,123741035;11,15;8,4
SHOO;Steven Madden Ltd.;Consumer Cyclical;41,99;0,019658535;N/A;N/A;0,825461892;3132,798696;18,70740818;0,371829681;1,065818915;44,23;28,85
SHYF;Shyft Group Inc (The);N/A;10,52;0,018837275;N/A;N/A;0,19816813;360,729106;12,54535391;0,243330218;1,861168995;32,21;10,3
SIBN;SI-BONE Inc;Healthcare;20,88;0;N/A;N/A;0;845,66136;N/A;0;0,696548733;29,51;15,1
SIG;Signet Jewelers Ltd;Consumer Cyclical;102,69;0,008921792;N/A;N/A;0,916178843;4550,939635;10,65793825;0,122320273;1,487430962;108,47;56,61
SIGA;SIGA Technologies Inc;Healthcare;4,82;0;N/A;N/A;0;342,661589;N/A;0;0,950854108;6,7;4,22
SIGI;Selective Insurance Group Inc.;Financial Services;101,65;0,009288005;0,166666667;0,118426915;0,944125737;6164,243646;19,40265736;0,181214153;0,378844803;107,87;87,21
SILK;Silk Road Medical Inc;Healthcare;15,76;0;N/A;N/A;0;613,781017;N/A;0;1,093464603;54,69;6,08
SITC;SITE Centers Corp;Real Estate;14,1;0,035912693;N/A;N/A;0,50636897;2951,377497;34,35469505;1,241100416;1,212063168;14,54;10,65
SITM;SiTime Corp;Technology;120,61;0;N/A;N/A;0;2713,725;N/A;0;2,170052126;142,88;81,09
SJW;SJW Group;Utilities;58,42;0,027387881;0,052631579;0,059223841;1,525865831;1865,526035;18,74203598;0,479832022;0,665471618;79,99;56,24
SKIL;Skillsoft Corp.;N/A;12,19;0;N/A;N/A;0;98,358952;N/A;0;1,906707415;43,4;11,77
SKIN;Beauty Health Company (The);N/A;2,905;0;N/A;N/A;0;381,330167;0;N/A;0,874943802;13,9;1,35
SKLZ;Skillz Inc;N/A;6,88;0;N/A;N/A;0;123,961067;N/A;0;3,841299048;17,4;3,96
SKT;Tanger Inc.;Real Estate;26,53;0,039200905;N/A;N/A;0,994660721;2795,006043;30,16378027;1,141844474;1,140865736;28,5;16,45
SKWD;Skyward Specialty Insurance Group Inc;N/A;31,66;0;N/A;N/A;0;1192,872373;0;N/A;0,607277904;34,53;17,56
SKY;Skyline Champion Corp;Consumer Cyclical;77,33;0;N/A;N/A;0;4466,07947;22,14723968;0;1,634000068;83,93;52,12
SKYT;SkyWater Technology Inc;N/A;9,4;0;N/A;N/A;0;442,03139;N/A;0;2,716554279;15,99;4,73
SKYW;Skywest Inc.;Industrials;59,22;0;N/A;N/A;0;2424,684848;N/A;0;1,592334345;60,7;17,84
SLAB;Silicon Laboratories Inc;Technology;136,66;0;N/A;N/A;0;4342,963921;71,62824781;0;1,613313615;193,72;74,56
SLCA;U.S. Silica Holdings Inc;Energy;10,31;0;N/A;N/A;0;795,461988;5,324163606;0;0,828868966;14,64;10,09
SLDP;Solid Power Inc;N/A;1,61;0;N/A;N/A;0;287,284161;N/A;0;2,559730133;3,76;1,1
SLGC;SomaLogic Inc;N/A;2,1;0;N/A;N/A;0;0;0;0;;;
SLP;Simulations Plus Inc.;Healthcare;38,98;0,006128116;0;0;0,23887395;778,316661;73,00597143;0,455518593;1,216954713;52,34;32,59
SLQT;SelectQuote Inc;N/A;1,49;0;N/A;N/A;0;251,801793;N/A;0;3,539254689;2,94;0,8551
SLVM;Sylvamo Corp;N/A;45,54;0,023940988;N/A;N/A;1,090272585;1892,354587;6,350183179;0,15778185;0,89906938;52,58;37,11
SM;SM Energy Co;Energy;37,39;0,01674359;N/A;N/A;0,626042824;4348,976235;5,244583223;0,091393113;1,156492766;43,36;24,22
SMBC;Southern Missouri Bancorp, Inc.;Financial Services;41,64;0,014983168;0;0,100665081;0,623899108;472,85393;0;N/A;1,499232151;55,45;29,51
SMBK;SmartFinancial Inc;Financial Services;21,29;0,003757633;N/A;N/A;0,079999998;361,81382;0;N/A;1,241946949;27,4;18,46
SMCI;Super Micro Computer Inc;Technology;791,49;0;N/A;N/A;0;44270,67136;60,44784437;0;2,408483167;810;85,61
SMMF;Summit Financial Group Inc;Financial Services;26,08;0,031412376;0,1;0,094608784;0,819234772;382,72014;0;N/A;1,107964913;31,49;16,17
SMP;Standard Motor Products, Inc.;Consumer Cyclical;40,05;0,021547885;N/A;N/A;0,862992802;870,258145;24,41322256;0,536020374;0,877165016;41,71;29,9
SMPL;Simply Good Foods Co;Consumer Defensive;35,46;0;N/A;N/A;0;3539,351605;26,55655635;0;0,580824739;43;31,06
SMR;NuScale Power Corporation;N/A;2,59;0;N/A;N/A;0;198,848566;N/A;0;2,225271678;10,69;1,81
SMRT;SmartRent Inc;Consumer Cyclical;2,84;0;N/A;N/A;0;576,960067;N/A;0;1,900833848;4,12;2,15
SMTC;Semtech Corp.;Technology;19,28;0;N/A;N/A;0;1239,410173;N/A;0;1,943073537;33,15;13,13
SNBR;Sleep Number Corp;Consumer Cyclical;10,26;0;N/A;N/A;0;228,05928;51,00856184;0;1,731689909;40,24;9
SNCE;Science 37 Holdings Inc;N/A;5,7;0;N/A;N/A;0;34,029;N/A;0;-0,460918923;12,96;3,73
SNCY;Sun Country Airlines Holdings Inc;N/A;14,96;0;N/A;N/A;0;809,842411;10,97035276;0;1,45956273;23,8;11,96
SNDX;Syndax Pharmaceuticals Inc;Healthcare;21,22;0;N/A;N/A;0;1799,662598;N/A;0;1,097565478;26,41;11,22
SNEX;StoneX Group Inc;N/A;65,36;0;N/A;N/A;0;2062,108261;9,251270801;0;1,044703783;74,01;49,62
SNPO;Snap One Holdings Corp;N/A;7,63;0;N/A;N/A;0;583,926914;N/A;0;1,423617438;12,38;6,7
SOI;Solaris Oilfield Infrastructure Inc;Energy;7,27;0,06095647;N/A;N/A;0,443153537;222,325797;9,269368211;0,560882846;1,270847047;11,05;6,59
SOND;Sonder Holdings Inc;N/A;2,84;0;N/A;N/A;0;31,423856;0;N/A;2,753422955;29,3;2,33
SONO;Sonos Inc;Technology;18,16;0;N/A;N/A;0;2248,988898;N/A;0;1,55124478;21,98;9,78
SOVO;Sovos Brands Inc;N/A;22,19;0;N/A;N/A;0;2252,285;0;N/A;0,233850902;22,73;12,74
SP;SP Plus Corp;Industrials;51,31;0;N/A;N/A;0;1008,22154;29,0553758;0;0,538733046;52,4;31,52
SPCE;Virgin Galactic Holdings Inc;Industrials;1,72;0;N/A;N/A;0;687,510297;N/A;0;2,539674939;6,42;1,38
SPFI;South Plains Financial Inc;Financial Services;24,98;0,02052513;N/A;N/A;0,512717739;411,727329;6,330176339;0,138198852;1,086747924;29,95;18,22
SPHR;Sphere Entertainment Co;N/A;41,34;0;N/A;N/A;0;1168,768903;3,132404156;0;1,361638427;62,79;20,69
SPIR;Spire Global Inc;Technology;10,87;0;N/A;N/A;0;226,668055;N/A;0;2,250291775;11,68;2,8
SPNS;Sapiens International Corp NV;Technology;27,64;0,018297553;N/A;N/A;0,505744366;1524,075404;25,90335001;0,477117326;0,937857882;30,8;18,11
SPNT;SiriusPoint Ltd;N/A;12;0;N/A;N/A;0;2010,962316;9,288509543;0;0,799004135;12,44;6,47
SPSC;SPS Commerce Inc.;Technology;193,11;0;N/A;N/A;0;7086,675081;112,9746697;0;1,516419505;218,74;137,53
SPT;Sprout Social Inc;Technology;62,72;0;N/A;N/A;0;3038,268316;N/A;0;2,250368925;68,41;37
SPTN;SpartanNash Co;Consumer Defensive;22,09;0,038931643;0,023809524;0,025030934;0,835396268;764,83835;18,13358505;0,702013671;0,300713718;30,08;19,43
SPWH;Sportsman`s Warehouse Holdings Inc;Consumer Cyclical;3,81;0;N/A;N/A;0;142,540459;N/A;0;0,778825685;9,95;2,98
SPWR;Sunpower Corp;Technology;3,695;0;N/A;N/A;0;647,95922;15,12192164;0;2,916597079;18,15;2,74
SPXC;SPX Technologies Inc;Industrials;105,7;0;N/A;N/A;0;4825,006178;0;N/A;1,368698915;109,83;61,09
SQSP;Squarespace Inc;N/A;31,61;0;N/A;N/A;0;2785,60808;N/A;0;1,107829542;34,38;22,65
SR;Spire Inc.;Utilities;57,74;0,052303429;0,048611111;0,049667424;2,864709797;3174,741343;16,15644449;0,770083279;0,605358044;69,82;53,13
SRCE;1st Source Corp.;Financial Services;49,19;0,027647896;0,0625;0,047184079;1,293662376;1201,666593;9,508134739;0,252668433;1,028158449;55,84;37,19
SRDX;Surmodics, Inc.;Healthcare;32;0;N/A;N/A;0;455,552;82,5125883;0;1,165101142;39,41;16
SRI;Stoneridge Inc.;Consumer Cyclical;17,83;0;N/A;N/A;0;491,18043;N/A;0;1,29132792;24,51;14,18
SSB;SouthState Corporation;Financial Services;78,96;0,006585613;0,04;0,038740291;0,519999981;6002,700199;11,30411567;0,074820141;1,603492171;86,64;56,64
SSD;Simpson Manufacturing Co., Inc.;Industrials;186,01;0,005738357;0,038461538;0,041809268;1,067391727;7937,590035;22,24710766;0,12798462;1,225572799;201,86;100,07
SSP;E.W. Scripps Co.;Communication Services;6,24;0;N/A;N/A;0;453,571111;N/A;0;2,403695224;15,23;4,85
SSTI;SoundThinking Inc;Technology;17,55;0;N/A;N/A;0;223,24667;N/A;0;1,268819608;39,46;14,39
SSTK;Shutterstock Inc;Communication Services;44,54;0,024027247;N/A;N/A;1,070173578;1590,639516;13,44342522;0,328274104;1,801541601;78,09;33,6
STAA;Staar Surgical Co.;Healthcare;29,49;0;N/A;N/A;0;1439,627279;74,03966667;0;1,835538877;73,13;26,66
STAG;STAG Industrial Inc;Real Estate;37,45;0,039252336;0,0068;0,002723745;1,443567014;6799,83028;37,63257668;1,443567014;1,065760376;39,48;29,85
STBA;S & T Bancorp, Inc.;Financial Services;30,82;0,041178721;N/A;N/A;1,269128167;1178,396444;7,973236015;0,332232504;1,393666935;35,91;23,29
STC;Stewart Information Services Corp.;Financial Services;60,88;0,029964757;0,055555556;0,096262279;1,824254379;1665,813719;47,67913788;1,425198733;0,834561911;63,87;34,89
STEL;Stellar Bancorp Inc;N/A;24;0,01616639;N/A;N/A;0,387993366;1278,293112;10,68681853;0,183883112;1,377765153;29,08;19,82
STEM;Stem Inc;N/A;3,05;0;N/A;N/A;0;475,481705;N/A;0;2,987840979;10,55;2,33
STEP;StepStone Group Inc;N/A;34,74;0,023067828;N/A;N/A;0,801376352;2226,054643;39,70205716;0,924736155;1,378568244;37,4;18,93
STER;Sterling Check Corp;N/A;12,62;0;N/A;N/A;0;1189,878025;0;N/A;1,293084492;15,26;10
STGW;Stagwell Inc;N/A;6,41;0;N/A;N/A;0;773,266036;N/A;0;1,910864133;9,23;3,83
STHO;Star Holdings;N/A;11,56;0;N/A;N/A;0;153,974021;0;N/A;1,421912777;19,58;10,76
STKL;Sunopta, Inc.;Consumer Defensive;6,19;0;N/A;N/A;0;731,95083;N/A;0;1,074113867;8,76;2,79
STKS;ONE Group Hospitality Inc;Consumer Cyclical;3,9;0;N/A;N/A;0;121,966038;0;N/A;1,232214349;9,4;3,72
STNE;StoneCo Ltd;Technology;17,02;0;N/A;N/A;0;5002,02579;23,53637592;0;1,857638093;19,46;8,09
STNG;Scorpio Tankers Inc;Energy;67,44;0,015453999;2,5;0,284735157;1,042217715;3741,727728;0;N/A;0,568733316;72,89;39,88
STOK;Stoke Therapeutics Inc;Healthcare;4,12;0;N/A;N/A;0;183,973582;N/A;0;1,612303176;14;3,35
STR;Sitio Royalties Corp;N/A;21,02;0,091755596;N/A;N/A;1,92870262;3303,877188;0;N/A;1,075974316;26,57;18,09
STRA;Strategic Education Inc;Consumer Defensive;95,2;0,024676417;0;0,037137289;2,349194913;2324,388444;47,44521328;1,14038588;0,527419651;99,75;62,7
STRC;Sarcos Technology and Robotics Corporation;N/A;0,485;0;N/A;N/A;0;12,5615;N/A;0;0,914851747;4,35;0,3982
STRL;Sterling Infrastructure Inc;Industrials;79,5;0;N/A;N/A;0;2451,637457;18,82876847;0;1,117541083;89,8;34,23
STRO;Sutro Biopharma Inc;Healthcare;4,53;0;N/A;N/A;0;276,118014;N/A;0;1,324601628;6,48;2,01
STRS;Stratus Properties Inc.;Real Estate;21,02;0;N/A;N/A;0;168,227705;0;N/A;0,959255371;29,99;18,55
SUM;Summit Materials Inc;Basic Materials;37;0;N/A;N/A;0;4420,041719;14,13449943;0;1,313312432;39,56;25,43
SUNL;Sunlight Financial Holdings Inc;N/A;1,25;0;N/A;N/A;0;0;0;N/A;;;
SUPN;Supernus Pharmaceuticals Inc;Healthcare;27,11;0;N/A;N/A;0;1481,096482;57,8056546;0;0,821891922;40,12;21,99
SVC;Service Properties Trust;Real Estate;7,37;0,103125594;0;-0,180163505;0,760035627;1221,726669;N/A;N/A;1,269936233;9,99;6,56
SWAV;ShockWave Medical Inc;Healthcare;231,81;0;N/A;N/A;0;8553,035618;35,07009733;0;1,270691572;315,95;157
SWBI;Smith & Wesson Brands Inc;N/A;13,32;0,033786613;N/A;N/A;0,450037691;607,916155;20,58499781;0,70627384;0,33680769;14,6;9,78
SWI;SolarWinds Corp;Technology;12,67;0;N/A;N/A;0;2101,263752;N/A;0;1,408059893;13,43;8,07
SWIM;Latham Group Inc;N/A;2,85;0;N/A;N/A;0;327,054443;N/A;0;2,809363639;4,77;2,04
SWKH;Swk Holdings Corp;Financial Services;16,51;0;N/A;N/A;0;206,426396;13,00323752;0;0,413728141;19,34;15,26
SWTX;SpringWorks Therapeutics Inc;Healthcare;44,7;0;N/A;N/A;0;2797,275802;0;N/A;1,224176293;49,98;18
SWX;Southwest Gas Holdings Inc;Utilities;58,36;0,042494859;0;0,026122091;1,841086948;4173,850299;N/A;N/A;0,843078882;66,67;52,14
SXC;SunCoke Energy Inc;Basic Materials;10,99;0,032250314;N/A;N/A;0,354430952;920,480825;16,58524009;0,542524035;1,022544863;11,44;6,56
SXI;Standex International Corp.;Industrials;154,76;0,007753942;0,071428571;0,084471771;1,157841887;1837,097461;13,27727921;0,100332919;1,078066999;168,48;110,38
SXT;Sensient Technologies Corp.;Basic Materials;61,18;0,026806146;0;0,026351854;1,623493525;2584,824961;20,13919158;0,534043923;0,901593267;77,18;52,18
SYBT;Stock Yards Bancorp Inc;Financial Services;45,38;0,026443367;0,034482759;0,037137289;1,158799199;1326,20781;11,67220681;0,299431318;1,322521831;57,72;36,5
SYNA;Synaptics Inc;Technology;108,14;0;N/A;N/A;0;4250,292602;N/A;0;1,906848115;129,34;67,73
TALO;Talos Energy Inc;Energy;12,3;0;N/A;N/A;0;1526,18844;14,64897144;0;1,537410176;18,9;10,69
TARS;Tarsus Pharmaceuticals Inc;N/A;29,65;0;N/A;N/A;0;981,551746;N/A;0;0,813698795;31,83;11,33
TBBK;Bancorp Inc. (The);Financial Services;42,74;0;N/A;N/A;0;2293,246071;12,16518082;0;1,978977483;47,11;25,13
TBI;TrueBlue Inc;Industrials;12,57;0;N/A;N/A;0;391,426607;N/A;0;0,8688876;19,51;10,15
TBPH;Theravance Biopharma Inc;Healthcare;8,35;0;N/A;N/A;0;415,812181;N/A;0;0,616173946;12,03;8,21
TCBI;Texas Capital Bancshares, Inc.;Financial Services;56,34;0;N/A;N/A;0;2705,47204;7,332061509;0;1,652681492;67,62;42,79
TCBK;Trico Bancshares;Financial Services;34,48;0,033956938;0;0,095654258;1,170835238;1147,084157;8,985603385;0,306501371;1,506527357;48,88;27,28
TCBX;Third Coast Bancshares Inc;N/A;18,93;0;N/A;N/A;0;257,532636;9,799567581;0;1,473946905;21,5;12,31
TCI;Transcontinental Realty Investors, Inc.;Real Estate;38,99;0;N/A;N/A;0;336,846931;4,994320358;0;0,496717742;45,75;27,23
TCMD;Tactile Systems Technology Inc;Healthcare;15,03;0;N/A;N/A;0;353,168282;14,16412456;0;1,203237318;26,11;9,7
TCS;Container Store Group Inc;Consumer Cyclical;1,21;0;N/A;N/A;0;62,450242;N/A;0;1,327720218;5;0,95
TCX;Tucows, Inc.;Technology;20,21;0;N/A;N/A;0;220,191588;N/A;0;2,272668824;36,13;15,65
TDS;Telephone And Data Systems, Inc.;Communication Services;18,14;0,040793826;0,027777778;0,023145873;0,726246963;1922,84;N/A;N/A;0,528091916;21,31;6,15
TDUP;ThredUp Inc;N/A;2;0;N/A;N/A;0;154,582;N/A;0;1,520981088;4,39;1,32
TDW;Tidewater Inc.;Energy;67,87;0;N/A;N/A;0;3586,375545;51,13094403;0;0,961254455;77,53;37,76
TELL;Tellurian Inc;Energy;0,6284;0;N/A;N/A;0;398,934942;N/A;0;2,127316294;1,76;0,3552
TENB;Tenable Holdings Inc;Technology;49,33;0;N/A;N/A;0;5768,400146;N/A;0;1,30800568;53,5;33,85
